,sofifa_id,tackles,tackles_won,dribble_tackles_pct,pressure_regain_pct,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors
0,193080.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
1,200389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,192119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,167495.0,1.0,0.0,33.3,50.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
4,192448.0,0.0,0.0,0.0,33.3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
5,162835.0,0.0,0.0,0.0,66.7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6,167948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
7,210257.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
8,212831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
